id,url,title,category,command_group,parent_command,full_command,raw_content,last_scraped,content_hash,metadata
NULL,https://docs.snowflake.com/en/developer-guide/snowflake-cli/index,Snowflake CLI¶,NULL,NULL,NULL,NULL,"# Snowflake CLI[¶](#sf-cli ""Link to this heading"")

## What is Snowflake CLI?[¶](#what-is-sf-cli ""Link to this heading"")

Snowflake CLI is an open-source command-line tool explicitly designed for developer-centric workloads in addition to SQL operations. It is a flexible and extensible tool that can accommodate modern development practices and technologies.

With Snowflake CLI, developers can create, manage, update, and view apps running on Snowflake across workloads such as Streamlit in Snowflake, the Snowflake Native App Framework, Snowpark Container Services, and Snowpark. It supports a range of Snowflake features, including user-defined functions, stored procedures, Streamlit in Snowflake, and SQL execution.

## What’s in this guide?[¶](#what-s-in-this-guide ""Link to this heading"")

This guide introduces and explains how to install and use Snowflake CLI. It includes the following sections:

*   [Introducing Snowflake CLI](introduction/introduction)
    
*   [Installing Snowflake CLI](installation/installation)
    
*   [Configuring Snowflake CLI and connecting to Snowflake](connecting/connect)
    
*   [Bootstrapping a project from a template](bootstrap-project/bootstrap)
    
*   [About project definition files](project-definitions/about)
    
*   [Managing Snowflake objects](objects/manage-objects)
    
*   [Managing Snowflake stages](stages/manage-stages)
    
*   [Managing Snowpark Container Services in Snowflake CLI](services/overview)
    
*   [Using Snowpark in Snowflake CLI](snowpark/overview)
    
*   [Using Snowflake Notebooks](notebooks/use-notebooks)
    
*   [Managing Streamlit apps with Snowflake CLI](streamlit-apps/overview)
    
*   [Using Snowflake Native App in Snowflake CLI](native-apps/overview)
    
*   [Executing SQL statements](sql/execute-sql)
    
*   [Managing Git repositories](git/overview)
    
*   [Snowflake CLI command reference](command-reference/overview)
    

For more information about supported Snowflake products, see the following:

*   [Snowflake Cortex](../../user-guide/snowflake-cortex/aisql) documentation
    
*   [Native App Framework](../native-apps/native-apps-about) documentation
    
*   [Snowflake notebooks](../../user-guide/ui-snowsight/notebooks) documentation
    
*   [Snowpark Container Services](../snowpark-container-services/overview) documentation
    
*   [Snowpark](../snowpark/index) documentation
    
*   [SQL](../../reference) documentation
    
*   [Git](../git/git-overview) documentation
    
*   [Streamlit](../streamlit/about-streamlit) documentation
    

To see what changed in this release, see the [Snowflake CLI release notes](../../release-notes/clients-drivers/snowflake-cli).

Snowflake CLI is an open-source project available in the [Snowflake CLI Git repository](https://github.com/snowflakedb/snowflake-cli).

On this page

1.  [What is Snowflake CLI?](#what-is-sf-cli)
2.  [What’s in this guide?](#what-s-in-this-guide)

Related content

1.  [Introducing Snowflake CLI](/developer-guide/snowflake-cli/introduction/introduction)
2.  [Git in Snowflake](/developer-guide/snowflake-cli/../git/git-overview)
3.  [Native App Framework](/developer-guide/snowflake-cli/../native-apps/native-apps-about)
4.  [Snowflake Notebooks](/developer-guide/snowflake-cli/../../user-guide/ui-snowsight/notebooks)
5.  [Snowpark Container Services](/developer-guide/snowflake-cli/../snowpark-container-services/overview)
6.  [Snowpark](/developer-guide/snowflake-cli/../snowpark/index)
7.  [SQL](/developer-guide/snowflake-cli/../../reference)
8.  [Streamlit](/developer-guide/snowflake-cli/../streamlit/about-streamlit)
9.  [Snowflake CLI release notes](/developer-guide/snowflake-cli/../../release-notes/clients-drivers/snowflake-cli)
10.  [Snowflake CLI Git repository](https://github.com/snowflakedb/snowflake-cli)",NULL,f739a843f76e222c9380af7bf1db5f386e31c683859c3753c01aebd88516a114,NULL
NULL,https://docs.snowflake.com/en/developer-guide/snowflake-cli/introduction/introduction,Introducing Snowflake CLI¶,NULL,NULL,NULL,NULL,"# Introducing Snowflake CLI[¶](#introducing-sf-cli ""Link to this heading"")

Snowflake CLI’s open-source nature means that developers can leverage the community’s collective knowledge and contributions to improve and enhance the tool. By using Snowflake CLI, developers can expect a streamlined, efficient experience that empowers them to work with Snowflake in new and innovative ways. Snowflake CLI is a powerful and flexible tool that helps developers streamline their workflow and optimize their Snowflake experience.

As a command-line interface (CLI), Snowflake CLI provides several benefits for developers, such as:

*   Speed and efficiency
    
    A CLI allows developers to perform tasks quickly and efficiently by executing commands from the terminal without needing a graphical user interface. This can save developers significant time and effort, especially when performing repetitive or complex tasks.
    
*   Automation
    
    A CLI can automate tasks and workflows, such as building, testing, CI/CD, and deploying applications. CLI can help developers streamline their development process and reduce the risk of errors or inconsistencies.
    
*   Portability
    
    A CLI is often platform-independent and can be used across different operating systems and environments. Developers can work more easily on multiple projects or collaborate with others who use different systems.
    
*   Version control
    
    A CLI can be integrated with version control systems like Git to manage changes and track code history, which can help developers collaborate more effectively, resolve conflicts, and document changes appropriately.
    
*   Customization
    
    A CLI can be customized and extended by using modules and scripts, so developers can tailor it to their needs and preferences. Automating common tasks and workflows can help developers work more efficiently and effectively.
    
*   Accessibility
    
    CLI can be accessed remotely, so developers can work on servers and other remote systems without a graphical interface.
    

## How does Snowflake CLI differ from SnowSQL?[¶](#how-does-sf-cli-differ-from-snowsql ""Link to this heading"")

SnowSQL is the command-line client for connecting to Snowflake to execute SQL queries and perform all DDL and DML operations, including loading data into and unloading data out of database tables.

The Snowflake CLI command-line client, in contrast, focuses primarily on managing workloads and applications that connect to Snowflake. Snowflake CLI lets you locally run and debug Snowflake apps, with the following benefits:

*   You can search, create, and upload Python packages that might not be supported in Anaconda yet.
    
*   Snowflake CLI supports Snowpark Python user-defined functions and stored procedures, warehouses, and Streamlit apps.
    
*   You can define packages by using `requirements.txt`, with dependencies automatically added through integration with Anaconda at deployment time.
    
*   Snowflake CLI can include packages that are identified in `requirements.txt`—but aren’t yet in Anaconda—in the application package deployed to Snowflake. (This feature only works with packages that don’t rely on native libraries).
    
*   When you update existing applications, code and dependencies are automatically altered as needed.
    
*   Deployment artifacts are automatically managed and uploaded to Snowflake stages.
    

Snowflake plans to continue enhancing Snowflake CLI to provide developers a robust tool for leveraging all of the SnowSQL capabilities in a new open source CLI.

On this page

1.  [How does Snowflake CLI differ from SnowSQL?](#how-does-sf-cli-differ-from-snowsql)

Related content

1.  [Snowflake CLI](/developer-guide/snowflake-cli/introduction/../index)",NULL,564c14d7c971c06cb75f9c38dd6f77179e2a0d0f8e2ebbb8db8f2ac774c512c3,NULL
NULL,https://docs.snowflake.com/en/developer-guide/snowflake-cli/installation/installation,Installing Snowflake CLI¶,NULL,NULL,NULL,NULL,"# Installing Snowflake CLI[¶](#installing-sf-cli ""Link to this heading"")

This topic explains how to install Snowflake CLI on [supported platforms](../../../release-notes/requirements.html#label-client-operating-system-support). Note that Snowflake CLI is not currently available for AIX systems.

Snowflake recommends using binary installation methods, such as package managers, to install Snowflake CLI on your system. You can download the binary installers from the official [Snowflake CLI repository](https://sfc-repo.snowflakecomputing.com/snowflake-cli/index.html).

## Requirements[¶](#requirements ""Link to this heading"")

*   Before using Snowflake CLI, you must have a valid Snowflake account.
    
*   To run Streamlit in Snowflake using Snowflake CLI, you must have a Snowflake account with permission to use Streamlit.
    
*   To run Snowpark Container Services in Snowflake using Snowflake CLI, you must have a Snowflake account with privileges to use Snowpark Container Services.
    

Tip

If your Snowflake account requires MFA (multi-factor authentication), Snowflake CLI requires approval for every command. You can use MFA caching to require authentication only once every four hours. For more information, see [Use multi-factor authentication (MFA)](../connecting/configure-connections.html#label-snowcli-mfa).

## Install Snowflake CLI using package managers[¶](#install-sf-cli-using-package-managers ""Link to this heading"")

To install Snowflake CLI using platform-specific package managers, use one of the following procedures:

*   [Install using Linux package managers (rpm, deb)](#label-snowcli-install-linux-package-managers).
    
*   [Install using MacOS installer](#label-snowcli-install-macos-installer).
    
*   [Install using Windows installer](#label-snowcli-install-windows-installer).
    
*   [Install using Homebrew](#label-snowcli-install-homebrew).
    

### Install with Linux package managers[¶](#install-with-linux-package-managers ""Link to this heading"")

If you use a Linux operating system, you can install Snowflake CLI with package managers that support the following:

*   `deb` packages,
    
*   `rpm` packages.
    

To install Snowflake CLI using the `deb` package manager:

1.  Download the Snowflake CLI `deb` from the [Snowflake CLI repository](https://sfc-repo.snowflakecomputing.com/snowflake-cli/index.html).
    
2.  Install the package by running the following command:
    
    ```
    sudo dpkg -i snowflake-cli-<version>.deb
    
    ```
    
    Copy
    

To install Snowflake CLI using the `rpm` package manager:

1.  Download the Snowflake CLI `rpm` package from the [Snowflake CLI repository](https://sfc-repo.snowflakecomputing.com/snowflake-cli/index.html).
    
2.  Install the package by running the following command:
    
    ```
    sudo rpm -i snowflake-cli-<version>.rpm
    
    ```
    
    Copy
    
3.  To verify that the software was installed successfully, run the following command:
    
    ```
    snow --help
    
    ```
    
    Copy
    
    ```
    Usage: snow [OPTIONS] COMMAND [ARGS]...
    
    Snowflake CLI tool for developers.
    
    ╭─ Options ────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ --version                           Shows version of the Snowflake CLI                                                                   │
    │ --info                              Shows information about the Snowflake CLI                                                            │
    │ --config-file                 FILE  Specifies Snowflake CLI configuration file that should be used [default: None]                       │
    │ --install-completion                Install completion for the current shell.                                                            │
    │ --show-completion                   Show completion for the current shell, to copy it or customize the installation.                     │
    │ --help                -h            Show this message and exit.                                                                          │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    ╭─ Commands ───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ app          Manages a Snowflake Native App                                                                                              │
    │ connection   Manages connections to Snowflake.                                                                                           │
    │ cortex       Provides access to Snowflake Cortex.                                                                                        │
    │ git          Manages git repositories in Snowflake.                                                                                      │
    │ notebook     Manages notebooks in Snowflake.                                                                                             │
    │ object       Manages Snowflake objects like warehouses and stages                                                                        │
    │ snowpark     Manages procedures and functions.                                                                                           │
    │ spcs         Manages Snowpark Container Services compute pools, services, image registries, and image repositories.                      │
    │ sql          Executes Snowflake query.                                                                                                   │
    │ stage        Manages stages.                                                                                                             │
    │ streamlit    Manages a Streamlit app in Snowflake.                                                                                       │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    
    ```
    
4.  [Configure the Snowflake connection](../connecting/connect).
    

### Install with the MacOS package installer[¶](#install-with-the-macos-package-installer ""Link to this heading"")

To install Snowflake CLI on MacOS, do the following:

1.  Download the Snowflake CLI installer from the [Snowflake CLI repository](https://sfc-repo.snowflakecomputing.com/snowflake-cli/index.html).
    
2.  Run the installer and follow the instructions to install Snowflake CLI.
    
3.  To verify that the software was installed successfully, open new terminal and run the following command:
    
    ```
    snow --help
    
    ```
    
    Copy
    
    ```
    Usage: snow [OPTIONS] COMMAND [ARGS]...
    
    Snowflake CLI tool for developers.
    
    ╭─ Options ────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ --version                           Shows version of the Snowflake CLI                                                                   │
    │ --info                              Shows information about the Snowflake CLI                                                            │
    │ --config-file                 FILE  Specifies Snowflake CLI configuration file that should be used [default: None]                       │
    │ --install-completion                Install completion for the current shell.                                                            │
    │ --show-completion                   Show completion for the current shell, to copy it or customize the installation.                     │
    │ --help                -h            Show this message and exit.                                                                          │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    ╭─ Commands ───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ app          Manages a Snowflake Native App                                                                                              │
    │ connection   Manages connections to Snowflake.                                                                                           │
    │ cortex       Provides access to Snowflake Cortex.                                                                                        │
    │ git          Manages git repositories in Snowflake.                                                                                      │
    │ notebook     Manages notebooks in Snowflake.                                                                                             │
    │ object       Manages Snowflake objects like warehouses and stages                                                                        │
    │ snowpark     Manages procedures and functions.                                                                                           │
    │ spcs         Manages Snowpark Container Services compute pools, services, image registries, and image repositories.                      │
    │ sql          Executes Snowflake query.                                                                                                   │
    │ stage        Manages stages.                                                                                                             │
    │ streamlit    Manages a Streamlit app in Snowflake.                                                                                       │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    
    ```
    
4.  [Configure the Snowflake connection](../connecting/connect).
    

### Install with the Windows installer[¶](#install-with-the-windows-installer ""Link to this heading"")

To install Snowflake CLI on Windows, do the following:

1.  Download the Snowflake CLI installer from the [Snowflake CLI repository](https://sfc-repo.snowflakecomputing.com/snowflake-cli/index.html).
    
2.  Run the installer and follow the instructions to install Snowflake CLI.
    
3.  To verify that the software was installed successfully, open new terminal and run the following command:
    
    ```
    snow --help
    
    ```
    
    Copy
    
    ```
    Usage: snow [OPTIONS] COMMAND [ARGS]...
    
    Snowflake CLI tool for developers.
    
    ╭─ Options ────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ --version                           Shows version of the Snowflake CLI                                                                   │
    │ --info                              Shows information about the Snowflake CLI                                                            │
    │ --config-file                 FILE  Specifies Snowflake CLI configuration file that should be used [default: None]                       │
    │ --install-completion                Install completion for the current shell.                                                            │
    │ --show-completion                   Show completion for the current shell, to copy it or customize the installation.                     │
    │ --help                -h            Show this message and exit.                                                                          │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    ╭─ Commands ───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ app          Manages a Snowflake Native App                                                                                              │
    │ connection   Manages connections to Snowflake.                                                                                           │
    │ cortex       Provides access to Snowflake Cortex.                                                                                        │
    │ git          Manages git repositories in Snowflake.                                                                                      │
    │ notebook     Manages notebooks in Snowflake.                                                                                             │
    │ object       Manages Snowflake objects like warehouses and stages                                                                        │
    │ snowpark     Manages procedures and functions.                                                                                           │
    │ spcs         Manages Snowpark Container Services compute pools, services, image registries, and image repositories.                      │
    │ sql          Executes Snowflake query.                                                                                                   │
    │ stage        Manages stages.                                                                                                             │
    │ streamlit    Manages a Streamlit app in Snowflake.                                                                                       │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    
    ```
    
4.  [Configure the Snowflake connection](../connecting/connect).
    

### Install with Homebrew[¶](#install-with-homebrew ""Link to this heading"")

If you use a Mac operating system, you can install Snowflake CLI with [Homebrew](https://brew.sh/).

1.  Install [Homebrew](https://brew.sh/), if necessary.
    
2.  To give Homebrew access to the Snowflake CLI repository, run the following command:
    
    ```
    brew tap snowflakedb/snowflake-cli
    brew update
    
    ```
    
    Copy
    
3.  To install Snowflake CLI, run the following command:
    
    ```
    brew install snowflake-cli
    
    ```
    
    Copy
    
4.  To verify that the software was installed successfully, run the following command:
    
    ```
    snow --help
    
    ```
    
    Copy
    
    ```
    Usage: snow [OPTIONS] COMMAND [ARGS]...
    
    Snowflake CLI tool for developers.
    
    ╭─ Options ────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ --version                           Shows version of the Snowflake CLI                                                                   │
    │ --info                              Shows information about the Snowflake CLI                                                            │
    │ --config-file                 FILE  Specifies Snowflake CLI configuration file that should be used [default: None]                       │
    │ --install-completion                Install completion for the current shell.                                                            │
    │ --show-completion                   Show completion for the current shell, to copy it or customize the installation.                     │
    │ --help                -h            Show this message and exit.                                                                          │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    ╭─ Commands ───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ app          Manages a Snowflake Native App                                                                                              │
    │ connection   Manages connections to Snowflake.                                                                                           │
    │ cortex       Provides access to Snowflake Cortex.                                                                                        │
    │ git          Manages git repositories in Snowflake.                                                                                      │
    │ notebook     Manages notebooks in Snowflake.                                                                                             │
    │ object       Manages Snowflake objects like warehouses and stages                                                                        │
    │ snowpark     Manages procedures and functions.                                                                                           │
    │ spcs         Manages Snowpark Container Services compute pools, services, image registries, and image repositories.                      │
    │ sql          Executes Snowflake query.                                                                                                   │
    │ stage        Manages stages.                                                                                                             │
    │ streamlit    Manages a Streamlit app in Snowflake.                                                                                       │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    
    ```
    
5.  [Configure the Snowflake connection](../connecting/connect).
    

## Advanced local installations[¶](#advanced-local-installations ""Link to this heading"")

You can also install Snowflake CLI as a Python package using either of the following:

*   [pip (PyPi)](#label-snowcli-install-pip)
    
*   [pipx](#label-snowcli-install-pipx)
    

Snowflake recommends installing as a Python package only for development purposes or when installing binaries isn’t possible in your environment.

### Install with pip (PyPi)[¶](#install-with-pip-pypi ""Link to this heading"")

Note

This method modifies the Python environment where you install Snowflake CLI. Consider using [pipx](#label-snowcli-install-pipx) instead to avoid dependency conflicts.

To install Snowflake CLI using `pip`, you must have [Python](https://python.org) version 3.10 or later installed.

1.  Run the following shell command:
    
    ```
    pip install snowflake-cli
    
    ```
    
    Copy
    
2.  To verify that the software was installed successfully, run the following command:
    
    ```
    snow --help
    
    ```
    
    Copy
    
    ```
    Usage: snow [OPTIONS] COMMAND [ARGS]...
    
    Snowflake CLI tool for developers.
    
    ╭─ Options ────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ --version                           Shows version of the Snowflake CLI                                                                   │
    │ --info                              Shows information about the Snowflake CLI                                                            │
    │ --config-file                 FILE  Specifies Snowflake CLI configuration file that should be used [default: None]                       │
    │ --install-completion                Install completion for the current shell.                                                            │
    │ --show-completion                   Show completion for the current shell, to copy it or customize the installation.                     │
    │ --help                -h            Show this message and exit.                                                                          │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    ╭─ Commands ───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ app          Manages a Snowflake Native App                                                                                              │
    │ connection   Manages connections to Snowflake.                                                                                           │
    │ cortex       Provides access to Snowflake Cortex.                                                                                        │
    │ git          Manages git repositories in Snowflake.                                                                                      │
    │ notebook     Manages notebooks in Snowflake.                                                                                             │
    │ object       Manages Snowflake objects like warehouses and stages                                                                        │
    │ snowpark     Manages procedures and functions.                                                                                           │
    │ spcs         Manages Snowpark Container Services compute pools, services, image registries, and image repositories.                      │
    │ sql          Executes Snowflake query.                                                                                                   │
    │ stage        Manages stages.                                                                                                             │
    │ streamlit    Manages a Streamlit app in Snowflake.                                                                                       │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    
    ```
    
3.  [Configure the Snowflake connection](../connecting/connect).
    

### Install with pipx[¶](#install-with-pipx ""Link to this heading"")

[pipx](https://github.com/pypa/pipx) provides an alternative to `pip` that installs and executes Python packages into isolated virtual environments. Installing Snowflake CLI with `pipx` does not, therefore, modify your current Python environment.

To install Snowflake CLI using `pipx`, you must have [pipx](https://github.com/pypa/pipx) installed.

1.  Run the following shell command:
    
    ```
    pipx install snowflake-cli
    
    ```
    
    Copy
    
2.  To verify that the software was installed successfully, run the following command:
    
    ```
    snow --help
    
    ```
    
    Copy
    
    ```
    Usage: snow [OPTIONS] COMMAND [ARGS]...
    
    Snowflake CLI tool for developers.
    
    ╭─ Options ────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ --version                           Shows version of the Snowflake CLI                                                                   │
    │ --info                              Shows information about the Snowflake CLI                                                            │
    │ --config-file                 FILE  Specifies Snowflake CLI configuration file that should be used [default: None]                       │
    │ --install-completion                Install completion for the current shell.                                                            │
    │ --show-completion                   Show completion for the current shell, to copy it or customize the installation.                     │
    │ --help                -h            Show this message and exit.                                                                          │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    ╭─ Commands ───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
    │ app          Manages a Snowflake Native App                                                                                              │
    │ connection   Manages connections to Snowflake.                                                                                           │
    │ cortex       Provides access to Snowflake Cortex.                                                                                        │
    │ git          Manages git repositories in Snowflake.                                                                                      │
    │ notebook     Manages notebooks in Snowflake.                                                                                             │
    │ object       Manages Snowflake objects like warehouses and stages                                                                        │
    │ snowpark     Manages procedures and functions.                                                                                           │
    │ spcs         Manages Snowpark Container Services compute pools, services, image registries, and image repositories.                      │
    │ sql          Executes Snowflake query.                                                                                                   │
    │ stage        Manages stages.                                                                                                             │
    │ streamlit    Manages a Streamlit app in Snowflake.                                                                                       │
    ╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
    
    ```
    
3.  [Configure the Snowflake connection](../connecting/connect).
    

## Installing Snowflake CLI in FIPS-compliant environments[¶](#installing-sf-cli-in-fips-compliant-environments ""Link to this heading"")

You can use a Docker image to install Snowflake CLI in an environment that is compliant with FIPS (Federal Information Processing Standards).

### Prerequisites[¶](#prerequisites ""Link to this heading"")

Before installing Snowflake CLI in a FIPS-compliant environment, ensure that you meet the following prerequisites:

*   **FIPS-compliant Python**: Python must be preinstalled, built, and configured for FIPS compliance. This typically means Python is linked against a FIPS-enabled OpenSSL library.
    
*   **FIPS-enabled OpenSSL**: The system’s OpenSSL libraries must be FIPS-compliant and available to Python at runtime.
    
*   **Build tools**: Standard build tools (such as a C compiler and Python development headers) must be available, as dependencies will be built from source.
    
*   **Network Access**: The environment must allow access to PyPI or your internal package index for downloading source distributions.
    

### Install Snowflake CLI in a FIPS-compliant Dockerfile[¶](#install-sf-cli-in-a-fips-compliant-dockerfile ""Link to this heading"")

To install Snowflake CLI in a FIPS-compliant environment, follow these steps:

1.  Create a Python virtual environment in the container, as shown in the following example:
    
    ```
    python -m venv .venv
    
    ```
    
    Copy
    
2.  Activate the Python virtual environment in the container, as shown in the following example:
    
    ```
    source ~/.venv/bin/activate
    
    ```
    
    Copy
    
3.  Upgrade `pip` and `setuptools` in the container, as shown in the following example:
    
    ```
    pip install -U setuptools pip
    
    ```
    
    Copy
    
4.  Install the cryptography, Python connector, and Snowflake CLI dependencies from source in the container, as shown in the following example. Note that all dependencies must be installed from source to ensure they are built against your FIPS-compliant libraries.
    
    ```
    pip install cryptography==44.0.3 --no-binary cryptography
    pip install -U snowflake-connector-python[secure-local-storage] --no-binary snowflake-connector-python[secure-local-storage]
    pip install -U snowflake-cli --no-binary snowflake-cli
    
    ```
    
    Copy
    
    The `--no-binary` option forces installation from source, ensuring that the builds use FIPS-ready libraries.
    

### Validate the Docker image[¶](#validate-the-docker-image ""Link to this heading"")

To confirm that your Python environment uses a FIPS-enabled OpenSSL library, enter the following command in the running container:

```
python -c ""import ssl; print(ssl.OPENSSL_VERSION)""

```

Copy

After installing Snowflake CLI and validating the Docker image, you can use Snowflake CLI in the container.

```
snow <your-command>

```

Copy

where <_your-command_\> is any valid Snowflake CLI command, such as `snow --help`.

## Install command auto-completion functionality[¶](#install-command-auto-completion-functionality ""Link to this heading"")

Snowflake CLI supports standard shell tab completion functionality.

To install auto-completion into Snowflake CLI, perform the following steps:

1.  Run the `snow --install-completion` command:
    
    ```
    snow --install-completion
    
    ```
    
    Copy
    
    ```
    zsh completion installed in <user home>/.zfunc/_snow
    Completion will take effect once you restart the terminal
    
    ```
    
2.  Run the `snow --show-completion` command to generate the commands you need to add to your shell profile (`.bashrc`, `.bash_profile`, `.zshrc`, and others):
    
    ```
    snow --show-completion
    
    ```
    
    Copy
    
    ```
    _snow_completion() {
       local IFS=$'
    '
       COMPREPLY=( $( env COMP_WORDS=""${COMP_WORDS[*]}"" \
                      COMP_CWORD=$COMP_CWORD \
                      _SNOW_COMPLETE=complete_bash $1 ) )
       return 0
    }
    
    complete -o default -F _snow_completion snow
    
    ```
    
3.  Select and copy the command output text.
    
4.  Open your shell profile file, `.bashrc` in this example, and paste the copied text:
    
    ```
    export SHELL=/bin/bash
    
    ...
    
    _snow_completion() {
       local IFS=$'
    '
       COMPREPLY=( $( env COMP_WORDS=""${COMP_WORDS[*]}"" \
                      COMP_CWORD=$COMP_CWORD \
                      _SNOW_COMPLETE=complete_bash $1 ) )
       return 0
    }
    
    complete -o default -F _snow_completion snow
    
    ```
    
5.  Save the file.
    
6.  To activate the tab-completion functionality, restart your shell or `source` your shell profile file, such as:
    
    ```
    source ~/.bashrc
    
    ```
    
    Copy
    
7.  To test the feature, enter a snow command followed by a `TAB`, as shown:
    
    ```
    snow app [TAB]
    
    ```
    
    Copy
    
    ```
    deploy    init      open      run       teardown  version
    
    ```
    

On this page

1.  [Requirements](#requirements)
2.  [Install Snowflake CLI using package managers](#install-sf-cli-using-package-managers)
3.  [Install with Linux package managers](#install-with-linux-package-managers)
4.  [Install with the MacOS package installer](#install-with-the-macos-package-installer)
5.  [Install with the Windows installer](#install-with-the-windows-installer)
6.  [Install with Homebrew](#install-with-homebrew)
7.  [Advanced local installations](#advanced-local-installations)
8.  [Install with pip (PyPi)](#install-with-pip-pypi)
9.  [Install with pipx](#install-with-pipx)
10.  [Installing Snowflake CLI in FIPS-compliant environments](#installing-sf-cli-in-fips-compliant-environments)
11.  [Prerequisites](#prerequisites)
12.  [Install Snowflake CLI in a FIPS-compliant Dockerfile](#install-sf-cli-in-a-fips-compliant-dockerfile)
13.  [Validate the Docker image](#validate-the-docker-image)
14.  [Install command auto-completion functionality](#install-command-auto-completion-functionality)

Related content

1.  [Snowflake CLI](/developer-guide/snowflake-cli/installation/../index)
2.  [Snowflake CLI repository](https://sfc-repo.snowflakecomputing.com/snowflake-cli/index.html)",NULL,e0249aa57ae417f58b757a27170f25b2214ed4e5b87e5c9bf659411a39ea2e33,NULL
